identifier;type;title;author;author_gender;source;source_number;source_place;source_date;publication_date;publication_place;pages;literary epoch;decade
Prace_Polonistyczne_Studies_in_Polish_Literature-r1979-t35-s181-196;article;Doskonałość jako miara wartości człowieka : echa platońskie w twórczości Andrzeja Frycza Modrzewskiego;Tomasz Fijałkowski;mężczyzna;Prace Polonistyczne Studies in Polish Literature;t. 35;;1979;;;s. 181-196;1945-1989;1970
Prace_Polonistyczne_Studies_in_Polish_Literature-r1979-t35-s239-255;article;Henryk Galle jako autor podręczników stylistyki i teorii literatury;Barbara Bogołębska;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 35;;1979;;;s. 239-255;1945-1989;1970
Prace_Polonistyczne_Studies_in_Polish_Literature-r1980-t36-s31-50;article;"Dwaj panowie z Liège. O bohaterach ""Z życia realisty"" Orzeszkowej i ""Rodziny Połanieckich"" Sienkiewicza : aspekty socjograficzne";Jerzy Tynecki;mężczyzna;Prace Polonistyczne Studies in Polish Literature;t. 36;;1980;;;s. 31-50;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1980-t36-s83-96;article;Od realizmu do ekspresjonizmu : powieści Tadeusza Żuk-Skarszewskiego;Stefan Lichański;mężczyzna;Prace Polonistyczne Studies in Polish Literature;t. 36;;1980;;;s. 83-96;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1980-t36-s111-122;article;Wtóra Księga Rodzaju Brunona Schultza;Elżbieta Wróblewska;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 36;;1980;;;s. 111-122;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1980-t36-s123-139;article;"Czytanie ""Kosmosu"" : glosa do interpretacji powieści";Aniela Kowalska;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 36;;1980;;;s. 123-139;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1981-t37-s81-100;article;Twórczość prozatorska Jana Lechonia;Wanda Nowakowska;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 37;;1981;;;s. 81-100;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1981-t37-s203-225;article;Orient w polskiej powieści poetyckiej : zarys problematyki;Janina Teresa Lasecka;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 37;;1981;;;s. 203-225;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1981-t37-s227-239;article;Rajnold Suchodolski : poeta i żołnierz powstania;Andrzej Zieliński;mężczyzna;Prace Polonistyczne Studies in Polish Literature;t. 37;;1981;;;s. 227-239;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1982-t38-s241-271;article;"""Donosy rzeczywistości"" Mirona Białoszewskiego";Iwona Baryga;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 38;;1982;;;s. 241-271;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1984-t40-s287-334;article;Ethos rycerski zagrożony : rzeczywistość pokoju i wojny w poezji Naruszewicza;Barbara Wolska;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 40;;1984;;;s. 287-334;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1983-t39-s33-53;article;"Z poezji prokrólewskiej czasów sejmu delegacyjnego : sprawa ""królobójców""";Barbara Wolska;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 39;;1983;;;s. 33-53;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1983-t39-s123-156;article;Wpływ tradycji literackiej na poezję nielegalnej prasy socjalistycznej lat 1879-1918;Jadwiga Szczecińska;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 39;;1983;;;s. 123-156;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1983-t39-s157-203;article;"Rozrachunek z ""okresem błędów i wypaczeń"" w prozie politycznej lat 1956-1957";Stanisław Majchrowski;mężczyzna;Prace Polonistyczne Studies in Polish Literature;t. 39;;1983;;;s. 157-203;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1983-t39-s205-228;article;Metafora : analiza zjawiska na przykładzie polskiej poezji wczesnobarokowej;Jakub Zdzisław Lichański;mężczyzna;Prace Polonistyczne Studies in Polish Literature;t. 39;;1983;;;s. 205-228;1945-1989;1980
Narracje_o_Zagładzie_00004302;article;Wydobywając (żydowskość) Seweryna Pollaka;Szulc-Woźniak, Agata;kobieta;Narracje o Zagładzie;Nr 5 (2019): Narracje o Zagładzie 2019, nr 5: Poezja i Zagłada;;2019;;;199-217;Po 1989;2010
Prace_Polonistyczne_Studies_in_Polish_Literature-r1985-t41-s191-212;article;Motywy miejskie w romansie stanisławowskim;Stefan Tomaszewski;mężczyzna;Prace Polonistyczne Studies in Polish Literature;t. 41;;1985;;;s. 191-212;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1985-t41-s243-274;article;Listy z wierszami Józefa Mieroszewskiego;Wiesław Pusz;mężczyzna;Prace Polonistyczne Studies in Polish Literature;t. 41;;1985;;;s. 243-274;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1985-t41-s297-309;article;Czytając Prusa;Janina Kulczycka-Saloni;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 41;;1985;;;s. 297-309;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1985-t41-s437-450;article;"""Wiersze dziecięce"" Juliana Przybosia : kontekst - geneza - recepcja";Józef Duk;mężczyzna;Prace Polonistyczne Studies in Polish Literature;t. 41;;1985;;;s. 437-450;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1986-t42-s21-47;article;Poeta żywiołów : kosmologiczne obrazy w poezji Naruszewicza (I);Barbara Wolska;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 42;;1986;;;s. 21-47;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1986-t42-s197-218;article;Władysława L. Terleckiego pentalogia o powstaniu styczniowym : (między poetyką a historią);Agnieszka Izdebska | Danuta Szajnert;kobieta | kobieta;Prace Polonistyczne Studies in Polish Literature;t. 42;;1986;;;s. 197-218;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1986-t42-s345-356;article;"Recepcja ""Kalevali"" w Polsce";Violetta Krawczyk-Wasilewska;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 42;;1986;;;s. 345-356;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1987-t43-s161-168;article;Marginalia Sienkiewiczowskie;Jan Trzynadlowski;mężczyzna;Prace Polonistyczne Studies in Polish Literature;t. 43;;1987;;;s. 161-168;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1988-t44-s129-157;article;"""Trud"" życia młodego Pigonia : (Stanisław Pigoń w okresie przynależności do Eleuzis)";Krystyna Ratajska;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 44;;1988;;;s. 129-157;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1988-t44-s187-193;article;Mickiewiczowskie wariacje na horacjański temat;Krystyna Poklewska;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 44;;1988;;;s. 187-193;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1988-t44-s253-280;article;Korespondencja literacka Juliana Przybosia. Cz. II : drobne zespoły opublikowane;Józef Duk;mężczyzna;Prace Polonistyczne Studies in Polish Literature;t. 44;;1988;;;s. 253-280;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1989-t45-s63-86;article;Postaci miejskich plebejuszy w szkicach fizjologicznych i obrazkach okresu międzypowstaniowego;Stefan Tomaszewski;mężczyzna;Prace Polonistyczne Studies in Polish Literature;t. 45;;1989;;;s. 63-86;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1989-t45-s139-162;article;Wybrane zagadnienia warsztatu pisarskiego Zofii Kossak-Szczuckiej;Danuta Mazanowa;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 45;;1989;;;s. 139-162;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1989-t45-s309-317;article;"""Źródło"" Cypriana Norwida : próba odczytania";Aniela Kowalska;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 45;;1989;;;s. 309-317;1945-1989;1980
Prace_Polonistyczne_Studies_in_Polish_Literature-r1991_1992-t47-s189-205;article;O wyborach repertuarowych Leona Schillera;Lidia Ignaczak;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 47;;1991/1992;;;s. 189-205;Po 1989;1990
Prace_Polonistyczne_Studies_in_Polish_Literature-r1994-t49-s171-185;article;Romantyczne itineraria krakowskie;Joanna Balcerak;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 49;;1994;;;s. 171-185;Po 1989;1990
Prace_Polonistyczne_Studies_in_Polish_Literature-r1995-t50-s7-19;article;Polak obcy wśród obcych : wyznaczniki obcości w mowie potocznej;Maria Kamińska;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 50;;1995;;;s. 7-19;Po 1989;1990
Prace_Polonistyczne_Studies_in_Polish_Literature-r1995-t50-s103-122;article;"""Quo vadis?"" Henryka Sienkiewicza : powieść historyczna czy epos?";Teresa Świętosławska;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 50;;1995;;;s. 103-122;Po 1989;1990
Prace_Polonistyczne_Studies_in_Polish_Literature-r1996-t51-s219-235;article;Imperium i katedra - w stronę historiozofii Hanny Malewskiej;Ewa Chuchro;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 51;;1996;;;s. 219-235;Po 1989;1990
Prace_Polonistyczne_Studies_in_Polish_Literature-r1998-t53-s84-103;article;"Lirnik mazowiecki jako poeta kultury : o ""Album włoskim"" Teofila Lenartowicza";Małgorzata Laskowska;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 53;;1998;;;s. 84-103;Po 1989;1990
Prace_Polonistyczne_Studies_in_Polish_Literature-r1998-t53-s119-157;article;"Bohater opowiadań Ludwika Stanisława Licińskiego : ""Z pamiętnika włóczęgi""";Joanna Raźny;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 53;;1998;;;s. 119-157;Po 1989;1990
Rocznik_Komparatystyczny-r2010-t1-s125-151;article;"O mrocznym czasie sprzed ""linguistic turn"" albo co J.M. Coetzee zobaczył w Willemie Termeerze i co z tym począł";Jerzy Koch | Paweł Zajas;mężczyzna | mężczyzna;Rocznik Komparatystyczny;t. 1;;2010;;;s. 125-151;Po 1989;2010
Rocznik_Komparatystyczny-r2010-t1-s201-214;article;Jerzy Grotowski w teatrze południowoafrykańskim: ‘teatr ubogi’ i południowoafrykański ‘teatr warsztatowy’ : workshop theatre;Ewa Dynarowicz;kobieta;Rocznik Komparatystyczny;t. 1;;2010;;;s. 201-214;Po 1989;2010
Prace_Polonistyczne_Studies_in_Polish_Literature-r2002-t57-s7-22;article;"Uwięzieni w ""złym ciele"" : refleksja o naturze ludzkiej w liryce barokowej";Danuta Künstler-Langner;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 57;;2002;;;s. 7-22;Po 1989;2000
Rocznik_Komparatystyczny-r2011-t2-s195-207;article;Buenos Aires, Borges i Gombrowicz – poszukiwanie tożsamości metropolii pierwszej połowy XX wieku;Natalia Gendaj;kobieta;Rocznik Komparatystyczny;t. 2;;2011;;;s. 195-207;Po 1989;2010
Prace_Polonistyczne_Studies_in_Polish_Literature-r2006-t61-n1-s7-18;article;Połanieccy z rodzinami w tle;Tadeusz Bujnicki;mężczyzna;Prace Polonistyczne Studies in Polish Literature;t. 61 nr 1;;2006;;;s. 7-18;Po 1989;2000
Prace_Polonistyczne_Studies_in_Polish_Literature-r2006-t61-n2-s31-40;article;O kwestiach rodzinnych Aleksandra Głowackiego widzianych przez Bolesława Prusa i jego znajomych;Agnieszka Lichońska;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 61 nr 2;;2006;;;s. 31-40;Po 1989;2000
Prace_Polonistyczne_Studies_in_Polish_Literature-r2006-t61-n2-s189-198;article;Rodzina bułgarska w XIX stuleciu widziana oczyma Polaka oraz w utworach autorów rodzimych;Ilija Paczew;mężczyzna;Prace Polonistyczne Studies in Polish Literature;t. 61 nr 2;;2006;;;s. 189-198;Po 1989;2000
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1966-t1-s25-50;article;Nieznany kopiariusz poezji Mickiewicza;Staniaław Świrko;b.d.;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 1;;1966;;;s. 25-50;1945-1989;1960
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1967-t2-s103-109;article;Julian Krzyżanowski;Franciszek Bielak;mężczyzna;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 2;;1967;;;s. 103-109;1945-1989;1960
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1970-t5-s65-69;article;"U źródeł francuskiego przekładu ""Dziadów"" cz. III";Zbigniew Sudolski;mężczyzna;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 5;;1970;;;s. 65-69;1945-1989;1970
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1970-t5-s71-78;article;"Adam Mickiewicz na łamach ""Pszonki""";Anna Mazanek;kobieta;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 5;;1970;;;s. 71-78;1945-1989;1970
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1969-t4-s13-30;article;"Wobec Mickiewicza : (jeden rozdział pracy doktorskiej pt.: ""Tradycje romantyczne w liryce Juliana Przybosia"")";Danuta Paluchowska;kobieta;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 4;;1969;;;s. 13-30;1945-1989;1960
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1969-t4-s101-109;article;O Konradzie Górskim jako historyku literatury;Zbigniew Jerzy Nowak;mężczyzna;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 4;;1969;;;s. 101-109;1945-1989;1960
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1968-t3-s93-104;article;Adam Mickiewicz w pamiętnikach Bogdana Jańskiego;Zbigniew Sudolski;mężczyzna;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 3;;1968;;;s. 93-104;1945-1989;1960
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1971-t6-s5-19;article;Amerykańska powieść Reymonta;Barbara Kocówna;kobieta;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 6;;1971;;;s. 5-19;1945-1989;1970
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1971-t6-s31-66;article;Ustalenia i uściślenia do chronologii listów Adama Mickiewicza;Eugeniusz Sawrymowicz;mężczyzna;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 6;;1971;;;s. 31-66;1945-1989;1970
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1972-t7-s5-13;article;Rola humanistyki w świecie cywilizacji technicznej;Julian Krzyżanowski;mężczyzna;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 7;;1972;;;s. 5-13;1945-1989;1970
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1972-t7-s67-97;article;"Jan Czeczot jako redaktor i korektor drugiego tomiku ""Poezji"" Mickiewicza";Stanisław Świrko;mężczyzna;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 7;;1972;;;s. 67-97;1945-1989;1970
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1973-t8-s23-30;article;"Gogol o ""Panu Tadeuszu""";Zofia Szmydtowa;kobieta;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 8;;1973;;;s. 23-30;1945-1989;1970
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1973-t8-s31-43;article;Nad listami Wacława Berenta;Janina Garbaczowska;kobieta;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 8;;1973;;;s. 31-43;1945-1989;1970
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1973-t8-s63-84;article;Leonard Niedźwiecki i jego korespondencja;Eugeniusz Sawrymowicz;mężczyzna;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 8;;1973;;;s. 63-84;1945-1989;1970
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1974-t9-s101-108;article;Zapomniana recenzja Nie-Boskiej komedii Zygmunta Krasińskiego;Maria Grabowska;kobieta;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 9;;1974;;;s. 101-108;1945-1989;1970
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1976-t11-s89-106;article;Fredro - teatr - literatura;Barbara Lasocka-Pszoniak;kobieta;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 11;;1976;;;s. 89-106;1945-1989;1970
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1976-t11-s125-138;article;"Ciemność (Mickiewiczowski przekład ""Darkness"" Byrona)";Krzysztof A. Zakrzewski;mężczyzna;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 11;;1976;;;s. 125-138;1945-1989;1970
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1975-t10-s39-47;article;"Wokół Mickiewiczowskiego wiersza ""Do B[ohdana] Z[aleskiego]""";Zbigniew Sudolski;mężczyzna;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 10;;1975;;;s. 39-47;1945-1989;1970
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1975-t10-s97-103;article;Motywy walk o wyzwolenie ziemi koszalińskiej w literaturze pięknej;Władysława Homowa;kobieta;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 10;;1975;;;s. 97-103;1945-1989;1970
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1975-t10-s119-123;article;Poglądy estetyczne K. Brodzińskiego na rolę folkloru wschodniosłowiańskiego w polskiej literaturze;Janina Wiertel;kobieta;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 10;;1975;;;s. 119-123;1945-1989;1970
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1977-t12-s83-88;article;"Rocznicowe edycje ""Sonetów"" Mickiewicza";Stanisław Makowski;mężczyzna;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 12;;1977;;;s. 83-88;1945-1989;1970
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1979_1980-t14_15-s139-144;article;"Listek na osieci : ""Balladyna"" II, 512-513";Jerzy Axer;mężczyzna;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 14/15;;1979/1980;;;s. 139-144;1945-1989;1970
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1979_1980-t14_15-s154-158;article;"Zapiski o Juliuszu Słowackim i jego utworach w ""Dzienniku"" Hipolita Błotnickiego";Zofia Wójcicka;kobieta;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 14/15;;1979/1980;;;s. 154-158;1945-1989;1970
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1979_1980-t14_15-s173-176;article;Romantyzm - myśl, idea, mit;Andrzej Fabianowski;mężczyzna;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 14/15;;1979/1980;;;s. 173-176;1945-1989;1970
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1978-t13-s33-41;article;Człowiek, światło, słowo : z problematyki wyobraźni poetyckiej Juliusza Słowackiego;Marian Stala;mężczyzna;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 13;;1978;;;s. 33-41;1945-1989;1970
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1981-t16-s35-47;article;Asnyk w powstaniu styczniowym : fragment większej całości;Alina Nofer-Ładyka;kobieta;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 16;;1981;;;s. 35-47;1945-1989;1980
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1982_1983-t17_18-s43-57;article;Zagadnienie powieści modernistycznej: autentyczność i formy kulturowe: zarys problematyki;Aleksandra Budrecka;kobieta;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 17/18;;1982/1983;;;s. 43-57;1945-1989;1980
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1984-t19-s145-153;article;Uczeń i mistrz: szkic o stosunku Józefa Maksymiliana Ossolińskiego do Adama Naruszewicza;Jerzy Snopek;mężczyzna;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 19;;1984;;;s. 145-153;1945-1989;1980
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1984-t19-s169-173;article;Oświeceniowe prolegomena do nauki o literaturze;Zofia Mitosek;kobieta;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 19;;1984;;;s. 169-173;1945-1989;1980
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1986-t21-s53-74;article;Powieści współczesne Kraszewskiego z lat 1863-1887 w kontekście literatury pozytywistycznej;Ewa Warzenicka-Zalewska;kobieta;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 21;;1986;;;s. 53-74;1945-1989;1980
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1987-t22-s35-49;article;W strefie liryczności Pana Tadeusza;Czesław Zgorzelski;mężczyzna;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 22;;1987;;;s. 35-49;1945-1989;1980
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1987-t22-s51-56;article;"O ""niekonsekwencjach"" autorskich Pana Tadeusza";Bogdan Zakrzewski;mężczyzna;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 22;;1987;;;s. 51-56;1945-1989;1980
Rocznik_Towarzystwa_Literackiego_imienia_Adama_Mickiewicza-r1988-t23-s25-36;article;Lechoń, Mochnacki, historia;Roman Loth;mężczyzna;Rocznik Towarzystwa Literackiego imienia Adama Mickiewicza;t. 23;;1988;;;s. 25-36;1945-1989;1980
